인허가관할기관,업소명,업종,업소주소
인천광역시 연수구,강원 진 곱창,일반음식점,인천광역시 연수구 하모니로 158(송도타임스페이스 1층 B-127호 송도동)
인천광역시 남동구,강원국수,일반음식점,"인천광역시 남동구 용천로 103(구월동,간석길 109구월동 1층일부)"
인천광역시 부평구,강원도 물 닭갈비,일반음식점,인천광역시 부평구 주부토로 5-14(부평동)
인천광역시 미추홀구,강원도 아바이순대,일반음식점,인천광역시 미추홀구 한나루로 400(학익시장 152호 학익동)
인천광역시 미추홀구,강원도국수,일반음식점,인천광역시 미추홀구 독배로432번길 4(10호 용현동)
인천광역시 서구,강원도메밀막국수,일반음식점,인천광역시 서구 장고개로 377(가좌동)
인천광역시 미추홀구,강원도박가네,일반음식점,인천광역시 미추홀구 구월로19번길 5-16(주안동)
인천광역시 미추홀구,강원도집,일반음식점,"인천광역시 미추홀구 경원대로852번길 16-12(주안동, 나-1동)"
인천광역시 중구,강원도집,일반음식점,"인천광역시 중구 신포로23번길 49(중앙동3가, 중앙프라자 1층116호)"
인천광역시 남동구,강원도포차,일반음식점,인천광역시 남동구 구월로 337(1층 103호 만수동)
인천광역시 서구,강원도홍가네칼국수,일반음식점,인천광역시 서구 신현로 45(신현동)
인천광역시 남동구,강원정육,일반음식점,인천광역시 남동구 구월로372번길 13-15(1층 전부호 만수동)
인천광역시 계양구,강원평창오대산막국수,일반음식점,인천광역시 계양구 벌말로 612(1층 일부호 하야동)
인천광역시 동구,강원포장마차,일반음식점,인천광역시 동구 송림로99번길 22-2(1층 송림동)
인천광역시 옹진군,강원횟집,일반음식점,인천광역시 옹진군 백령면 두무진로 560-2(두무진 수산물 직판장 4동 1~2층 103호)
인천광역시 부평구,강인규수제족발,일반음식점,인천광역시 부평구 충선로311번길 35-3(1층 삼산동)
인천광역시 부평구,강인여객차고지내식당,일반음식점,"인천광역시 부평구 백범로 570(십정동, 2동 1층 일부)"
인천광역시 강화군,강인음식점,일반음식점,인천광역시 강화군 화도면 마니산로 714
인천광역시 남동구,강장군 돼지부속,일반음식점,인천광역시 남동구 구월말로 64(1층 일부호 만수동)
인천광역시 미추홀구,강정9단,일반음식점,인천광역시 미추홀구 인하로266번길 30(1층 일부호 주안동)
인천광역시 부평구,강정이레 치킨이레,일반음식점,인천광역시 부평구 마장로72번길 48(1층 일부호 십정동)
인천광역시 서구,강정천하 인천청라1점,일반음식점,"인천광역시 서구 청라커낼로 280(B103, 104호 청라동)"
인천광역시 계양구,강정천하 인천효성점,일반음식점,인천광역시 계양구 안남로 566(1층 102호 효성동)
인천광역시 서구,강정판다,일반음식점,인천광역시 서구 염곡로498번안길 30(101호 일부 가정동)
인천광역시 동구,강정학교 곱창선생 본점,일반음식점,인천광역시 동구 송림동 56-42
인천광역시 남동구,강제로 시작한 떡볶이,일반음식점,인천광역시 남동구 구월남로 275-1(1층 103호 구월동)
인천광역시 서구,강제로 시작한 떡볶이 인천석남점,일반음식점,인천광역시 서구 새오개로 24-1(1층 일부호 석남동)
인천광역시 미추홀구,강지네소곱창전골,일반음식점,인천광역시 미추홀구 석정로 383-6(주안동)
인천광역시 중구,강지네해물손칼국수,일반음식점,인천광역시 중구 용유서로423번길 15(3층 301호 을왕동)
인천광역시 중구,강지네해물손칼국수2,일반음식점,인천광역시 중구 용유서로423번길 15(3층 302호 을왕동)
인천광역시 미추홀구,강진식당,일반음식점,인천광역시 미추홀구 독배로492번길 9(1층 좌측 101호 숭의동)
인천광역시 남동구,강차이푸드,일반음식점,인천광역시 남동구 앵고개로 448(근로자복지타운 1층 109호~110호 고잔동)
인천광역시 서구,강창구찹쌀진순대,일반음식점,인천광역시 서구 청라루비로134번길 6-26(1층 경서동)
인천광역시 계양구,강천식당,일반음식점,인천광역시 계양구 봉오대로 468(JJJ빌딩 1층 일부호 효성동)
인천광역시 연수구,강천칡냉면,일반음식점,"인천광역시 연수구 독배로90번길 75(옥련동,지상1층)"
인천광역시 연수구,강촌,일반음식점,인천광역시 연수구 청학로6번길 73(1층 청학동)
인천광역시 남동구,강촌닭멱살,일반음식점,"인천광역시 남동구 남동대로916번길 6(1층 105호 간석동, 스카이타운)"
인천광역시 부평구,강촌닭멱살,일반음식점,인천광역시 부평구 평천로 296(갈산동)
인천광역시 계양구,강촌닭멱살,일반음식점,"인천광역시 계양구 임학동로 46(임학동,임학길 25 1층)"
인천광역시 부평구,강촌민물,일반음식점,인천광역시 부평구 경인로999번길 6(1층 부평동)
인천광역시 서구,강촌민물매운탕,일반음식점,인천광역시 서구 율도로 52-1(석남동)
인천광역시 남동구,강태공,일반음식점,인천광역시 남동구 논현로46번길 22(코아루파크 B동 1층 118호 논현동)
인천광역시 부평구,강학구참국밥,일반음식점,"인천광역시 부평구 경인로 957(부평동, 외 1필지, 1층)"
인천광역시 서구,강호동 치킨678,일반음식점,"인천광역시 서구 청마로 92(당하동, 힐스테이트4차상가 416동 제비204호)"
인천광역시 남동구,강호동치킨678 인천논현점,일반음식점,"인천광역시 남동구 논현로 242(1층 105호 논현동, 단풍마을아파트상가동)"
인천광역시 연수구,강호연파,일반음식점,인천광역시 연수구 송도국제대로 123(현대프리미엄 아울렛 송도점 지1층 일부[G4델리4]호 송도동)
인천광역시 강화군,강화 궁 고구마 닭강정,일반음식점,인천광역시 강화군 강화읍 청하동길 7
인천광역시 강화군,강화 돌담,일반음식점,인천광역시 강화군 삼산면 삼산북로 399-1
인천광역시 강화군,강화 동천갈비,일반음식점,인천광역시 강화군 화도면 해안남로 1192(1층)
인천광역시 중구,강화 매운탕,일반음식점,"인천광역시 중구 연안부두로 13(항동7가, 1층)"
인천광역시 강화군,강화 모또모 바베큐 하우스,일반음식점,인천광역시 강화군 양사면 전망대로1400번길 37-5
인천광역시 강화군,강화 신토오리,일반음식점,인천광역시 강화군 불은면 중앙로 540(1층)
인천광역시 강화군,강화 전통차,일반음식점,인천광역시 강화군 선원면 연동로 317(1층)
인천광역시 강화군,강화 홀리데이,일반음식점,인천광역시 강화군 화도면 해안남로 2884(1층)
인천광역시 옹진군,강화갯벌고창풍천민물장어,일반음식점,인천광역시 옹진군 영흥면 영흥로156번길 21-22
인천광역시 강화군,강화갯벌장어:새우,일반음식점,인천광역시 강화군 삼산면 삼산북로806번길 129
인천광역시 강화군,강화갯벌장어직판장,일반음식점,인천광역시 강화군 내가면 중앙로 1278(1층)
인천광역시 강화군,강화골,일반음식점,인천광역시 강화군 선원면 중앙로 260
인천광역시 강화군,강화국밥,일반음식점,인천광역시 강화군 강화읍 남문로 49
인천광역시 강화군,강화꽃게전문,일반음식점,인천광역시 강화군 내가면 해안서로 945(강화꽃게구이)
인천광역시 강화군,강화꽃게집,일반음식점,인천광역시 강화군 내가면 중앙로 1222
인천광역시 부평구,강화나루터벤뎅이,일반음식점,인천광역시 부평구 부일로113번길 29(부개동)
인천광역시 남동구,강화나룻터밴댕이회,일반음식점,인천광역시 남동구 장승남로47번길 32-3(1층 만수동)
인천광역시 강화군,강화녹두삼계탕,일반음식점,인천광역시 강화군 강화읍 신문길 64-1(1층)
인천광역시 강화군,강화닭강정,일반음식점,인천광역시 강화군 강화읍 북문길 6(1동 1층 3호)
인천광역시 부평구,강화댁숯불구이전문점,일반음식점,인천광역시 부평구 동수로128번길 11(1층 101호 부개동)
인천광역시 강화군,강화도 갯배생선구이,일반음식점,인천광역시 강화군 양도면 중앙로 1124(1층)
인천광역시 강화군,강화도 냉삼구역,일반음식점,인천광역시 강화군 선원면 중앙로 263(1층)
인천광역시 강화군,강화도 마리마리,일반음식점,인천광역시 강화군 화도면 마니산로 509
인천광역시 강화군,강화도 모모카페,일반음식점,인천광역시 강화군 화도면 해안남로 1143(2동 1층)
인천광역시 강화군,강화도 모모카페,일반음식점,인천광역시 강화군 화도면 해안남로 1143(1동 1~2층)
인천광역시 강화군,강화도 선창횟집,일반음식점,인천광역시 강화군 화도면 해안남로 2779(2층)
인천광역시 강화군,강화도 숙성회관,일반음식점,인천광역시 강화군 강화읍 강화대로403번길 6
인천광역시 강화군,강화도 진 한우곰탕,일반음식점,인천광역시 강화군 하점면 강화서로 1037(1층)
인천광역시 강화군,강화도꽃마니에뜨락,일반음식점,인천광역시 강화군 불은면 화남2길 20(1층)
인천광역시 강화군,강화도령김밥,일반음식점,인천광역시 강화군 화도면 마니산로 716(2동 1층)
인천광역시 강화군,강화도령식당,일반음식점,인천광역시 강화군 내가면 해안서로 874
인천광역시 강화군,강화도령화문석,일반음식점,인천광역시 강화군 송해면 강화대로 891
인천광역시 강화군,강화도맛집 숯불생선구이,일반음식점,인천광역시 강화군 길상면 해안동로 14-6
인천광역시 강화군,강화도맛집 푸른바다,일반음식점,인천광역시 강화군 화도면 해안남로2903번길 43-3(1층)
인천광역시 강화군,강화도맛집양선민참숯불장어,일반음식점,인천광역시 강화군 선원면 더리미길13번길 4
인천광역시 강화군,강화도짬뽕,일반음식점,인천광역시 강화군 선원면 해안동로 817
인천광역시 강화군,강화도카페펜션아모테,일반음식점,인천광역시 강화군 화도면 해안남로 1390(아모테카페펜션 1층)
인천광역시 강화군,강화돈,일반음식점,인천광역시 강화군 강화읍 강화대로 358
인천광역시 강화군,강화돌짜장 해물짬뽕,일반음식점,인천광역시 강화군 화도면 해안남로1134번길 3(1층)
인천광역시 강화군,강화마을 서서갈비 순대국,일반음식점,인천광역시 강화군 화도면 해안남로 1219(2동 1층)
인천광역시 강화군,강화만리장성,일반음식점,인천광역시 강화군 길상면 길상로 216
인천광역시 강화군,강화만사성,일반음식점,인천광역시 강화군 길상면 길상로 294(1층)
인천광역시 강화군,강화맛집,일반음식점,인천광역시 강화군 길상면 마니산로 111(1층)
인천광역시 강화군,강화명물인삼빵,일반음식점,인천광역시 강화군 강화읍 강화대로 329
인천광역시 강화군,강화반점,일반음식점,인천광역시 강화군 길상면 해안남로 328-4(1층 101호)
인천광역시 강화군,강화밥상 선우당,일반음식점,인천광역시 강화군 화도면 해안남로 1102
인천광역시 연수구,강화밴뎅이,일반음식점,"인천광역시 연수구 청명로 9(청학동,지상1층청명길9)"
인천광역시 강화군,강화벤댕이꽃게전문점,일반음식점,인천광역시 강화군 화도면 해안남로2903번길 58
인천광역시 강화군,강화별법동태탕,일반음식점,인천광역시 강화군 강화읍 동문안길 10
